movie,genres,directors,writers,production_budget,domestic_gross,worldwide_gross,tconst
Marmaduke,"Comedy,Family",nm0223359,"nm0711422,nm0224084,nm1685870,nm3688945",50000000,33644788,89895930,tt1392197
Prisoners,"Crime,Drama,Mystery",nm0898288,nm3360706,46000000,61002302,113402302,tt1392214
It,"Horror,Thriller",nm0615592,"nm1286060,nm1560977,nm2477891,nm0000175",35000000,327481748,697457969,tt1396484
Taken 2,"Action,Thriller",nm0576298,"nm0000108,nm0436543",45000000,139854287,377807404,tt1397280
Journey 2: The Mysterious Island,"Action,Adventure,Comedy",nm0679031,"nm0348160,nm0348208,nm0653693,nm0894523",79000000,103860290,318146162,tt1397514
Straight Outta Compton,"Biography,Drama,History",nm0336620,"nm6707680,nm0075696,nm0767655,nm0921023",28000000,161197785,202182981,tt1398426
Transformers: Dark of the Moon,"Action,Adventure,Sci-Fi",nm0000881,nm0472567,195000000,352390543,1123790543,tt1399103
Winter's Bone,"Drama,Mystery",nm0335138,"nm0335138,nm1367893,nm0940410",2000000,6531503,16131551,tt1399683
Unknown,"Action,Mystery,Thriller",nm1429471,"nm0124700,nm0180508,nm0885857",40000000,63686397,136123083,tt1401152
Unknown,"Action,Mystery,Thriller",nm1429471,"nm0124700,nm0180508,nm0885857",3700000,26403,3355048,tt1401152
Happy Feet Two,"Adventure,Animation,Comedy","nm0004306,nm0248495,nm1668276","nm0004306,nm0248495,nm0171253,nm0515282,nm0171722,nm0606688",135000000,64006466,157956466,tt1402488
Hesher,"Comedy,Crime,Drama",nm1127632,"nm1127632,nm2391575,nm3462823",7000000,382946,382946,tt1403177
Wolves,"Action,Fantasy,Horror",nm0371684,nm0371684,18000000,0,94953,tt1403241
True Grit,"Adventure,Drama,Western","nm0001053,nm0001054","nm0001054,nm0001053,nm0692427",35000000,171243005,252276928,tt1403865
Remember Me,"Drama,Romance",nm0002339,nm3391497,16000000,19068240,56506120,tt1403981
For Colored Girls,Drama,nm1347153,"nm1347153,nm0788110",21000000,37729698,38017873,tt1405500
Just Wright,"Comedy,Romance,Sport",nm1065402,nm0254288,12000000,21540363,21867665,tt1407061
Star Trek Into Darkness,"Action,Adventure,Sci-Fi",nm0009190,"nm0649460,nm0476064,nm0511541,nm0734472",190000000,228778661,467381584,tt1408101
Ride Along,"Action,Comedy,Crime",nm1103162,"nm0177637,nm1727621,nm0006534,nm0542062",25000000,134202565,153733800,tt1408253
Men in Black 3,"Action,Adventure,Comedy",nm0001756,"nm1000113,nm0192384",215000000,179020854,654213485,tt1409024
Beloved,Comedy,nm0037136,"nm0037136,nm0656970",53000000,22852487,22852487,tt1410297
No Strings Attached,"Comedy,Romance",nm0718645,"nm2057975,nm0759986",25000000,70662220,149228078,tt1411238
Riddick,"Action,Adventure,Sci-Fi",nm0878638,"nm0878638,nm0923646,nm0003117",38000000,42025135,94763758,tt1411250
Bucky Larson: Born to Be a Star,Comedy,nm0103744,"nm0001191,nm0184445,nm0841910",10000000,2529395,2529395,tt1411664
The Hangover Part II,"Comedy,Mystery",nm0680846,"nm0563301,nm0035905,nm0680846,nm0524190,nm0601859",80000000,254464305,586464305,tt1411697
Hop,"Adventure,Animation,Comedy",nm0384722,"nm0666791,nm0202425,nm0528244",63000000,108085305,188657593,tt1411704
The Best Exotic Marigold Hotel,"Comedy,Drama,Romance",nm0006960,"nm0662530,nm0595738",10000000,46383639,134639780,tt1412386
Table 19,"Comedy,Drama,Romance",nm0998825,"nm0243233,nm0243231,nm0998825",5000000,3614896,4620399,tt1412528
12 Strong,"Action,Drama,History",nm3350420,"nm0848217,nm0185976,nm3066678",35000000,45819713,71118378,tt1413492
Paranoia,"Drama,Thriller",nm0525659,"nm0355699,nm1633356,nm0277511",40000000,7388654,16340767,tt1413495
Tracker,"Action,Adventure,Drama",nm0789054,nm1270715,6500000,0,3149,tt1414378
You Again,"Comedy,Family,Romance",nm0275698,nm0420596,20000000,25702053,32838945,tt1414382
Nanny McPhee and the Big Bang,"Comedy,Family,Fantasy",nm1264352,"nm0000668,nm0104447",35000000,29197642,97799865,tt1415283
Kill the Irishman,"Biography,Crime,Drama",nm0378144,"nm0378144,nm1764933,nm1020913",12000000,1188194,1188194,tt1416801
"I, Frankenstein","Action,Fantasy,Horror",nm0064181,"nm0064181,nm0340485,nm0791217",65000000,19075290,74575290,tt1418377
Beneath Hill 60,"Drama,History,War",nm0801327,nm0730000,9000000,0,3440939,tt1418646
Somewhere,"Comedy,Drama",nm0001068,nm0001068,7000000,1785645,17023121,tt1421051
A Lonely Place to Die,"Adventure,Crime,Thriller",nm1402202,"nm1402202,nm1402203",4000000,0,442550,tt1422136
Barney's Version,"Comedy,Drama",nm0003557,"nm0725006,nm0465480",30000000,7502560,8845575,tt1423894
Stone,"Drama,Thriller",nm0192845,nm0533666,22000000,1810078,4065020,tt1423995
Predators,"Action,Adventure,Sci-Fi",nm0030735,"nm0514821,nm3360218,nm0859029,nm0859049",40000000,52000688,127234389,tt1424381
Black Nativity,"Drama,Family,Music",nm0501435,"nm0400745,nm0501435",17500000,7018188,7285135,tt1425922
Hansel & Gretel: Witch Hunters,"Action,Fantasy,Horror",nm2482088,"nm2482088,nm0342278,nm0342303",50000000,55703475,214949716,tt1428538
The Wolverine,"Action,Adventure,Sci-Fi",nm0003506,"nm0093560,nm0291082",115000000,132556852,416456852,tt1430132
Arthur Christmas,"Adventure,Animation,Comedy","nm0809877,nm0176905","nm0063165,nm0809877",85000000,46462469,149717124,tt1430607
Brick Mansions,"Action,Crime",nm0216214,"nm0000108,nm1098947,nm3375122",28000000,20396829,73421224,tt1430612
Big Miracle,"Biography,Drama,Family",nm0477129,"nm0024856,nm0066764,nm2502224",40000000,20157300,25268680,tt1430615
Payback,Documentary,nm0047028,"nm0041194,nm0047028",50000000,81526121,161626121,tt1430625
The Pirates! Band of Misfits,"Adventure,Animation,Comedy","nm0627920,nm0520485",nm2704527,55000000,31051126,136143605,tt1430626
Deadline,"Drama,Mystery,Thriller",nm1473098,nm3447117,1800000,0,0,tt1430811
Deadpool,"Action,Adventure,Comedy",nm1783265,"nm1014201,nm1116660",58000000,363070709,801025593,tt1431045
Forget Me Not,Romance,"nm1319093,nm0736339","nm0881025,nm3455765,nm4451383",1300000,0,13465,tt1431065
Another Year,"Comedy,Drama",nm0005139,nm0005139,8000000,3205706,20005613,tt1431181
Faster,"Action,Crime,Drama",nm0863387,"nm0311024,nm0311020",24000000,23240020,35792945,tt1433108
Sleeper,"Action,Horror",nm3323643,"nm3323643,nm2363816",2000000,18344729,18344729,tt1433183
The Apparition,"Horror,Thriller",nm1447139,nm1447139,17000000,4936819,10637281,tt1433822
Firestorm,Documentary,nm3236219,Missing writer data,19000000,8123860,8123860,tt1436031
Rio,"Adventure,Animation,Comedy",nm0757858,"nm0757858,nm0427993,nm5333675,nm0722610,nm0827985,nm0893262,nm0363958",90000000,143619809,487519809,tt1436562
Mientras duermes,"Drama,Horror,Thriller",nm0049371,nm1157609,5000000,0,9109597,tt1437358
Bait,"Action,Adventure,Drama",nm0719320,"nm2453858,nm0003300,nm2560081,nm1324960,nm0542493,nm0611683",35000000,15325127,15471969,tt1438173
Fright Night,"Comedy,Horror",nm0318916,"nm0637497,nm0276169",30000000,18298649,40520649,tt1438176
Charlie St. Cloud,"Drama,Fantasy,Romance",nm0824882,"nm0668902,nm0171474,nm1639636",44000000,31206263,48478084,tt1438254
Battleship,"Action,Adventure,Sci-Fi",nm0000916,"nm0388377,nm0388375",220000000,65233400,313477717,tt1440129
A Little Bit of Heaven,"Comedy,Drama,Fantasy",nm0975026,nm0920227,12500000,10011,1100287,tt1440161
Les petits mouchoirs,"Comedy,Drama",nm0133899,nm0133899,25000000,205505,48530887,tt1440232
Submarine,"Comedy,Drama,Romance",nm1547964,"nm1547964,nm3660914",1900000,467602,4581937,tt1440292
The American,"Crime,Drama,Thriller",nm0179221,"nm0423626,nm0095757",20000000,35606376,67950723,tt1440728
Martha Marcy May Marlene,"Drama,Mystery,Thriller",nm1699934,nm1699934,1000000,2981038,5438911,tt1441326
Under the Skin,"Drama,Horror,Sci-Fi",nm0322242,"nm4157371,nm0322242,nm1480060,nm0995906",13300000,2614251,7229933,tt1441395
Quartet,"Comedy,Drama",nm0000163,nm0367838,11000000,18388357,56178935,tt1441951
Testament of Youth,"Biography,Drama,History",nm0448757,"nm1177837,nm1130708",10000000,1822250,6646669,tt1441953
The Gift,Documentary,"nm0509028,nm0134521,nm0995606","nm0353379,nm0509028",10000000,12008642,44567606,tt1445206
The Gift,Documentary,"nm0509028,nm0134521,nm0995606","nm0353379,nm0509028",5000000,43787265,58978477,tt1445206
Rise of the Guardians,"Action,Adventure,Animation",nm0709056,"nm1865755,nm0431622",145000000,103412758,306900902,tt1446192
Prometheus,"Adventure,Mystery,Sci-Fi",nm0000631,"nm3123612,nm0511541,nm0639321,nm0795953",125000000,126477084,402448265,tt1446714
Bones,Drama,nm3482447,nm3482447,10000000,7316658,8378853,tt1447480
My Girlfriend's Boyfriend,"Comedy,Romance",nm1111123,"nm1111123,nm2109194",1400000,0,0,tt1447793
Killer Elite,"Action,Crime,Thriller",nm1834213,"nm3906411,nm0276399",70000000,25124986,65409046,tt1448755
Winnie the Pooh,"Adventure,Animation,Comedy","nm0027459,nm2320658","nm0027459,nm3028768,nm0234837,nm2320658,nm4611078,nm1293044,nm2719311,nm3728874,nm0590316,nm0791615",30000000,26692846,50145607,tt1449283
Monsters University,"Adventure,Animation,Comedy",nm0768959,"nm0768959,nm0314870,nm0047916,nm2937122",200000000,268488329,743588329,tt1453405
The Help,Drama,nm0853238,"nm0853238,nm3543826",25000000,169705587,213120004,tt1454029
Gravity,"Drama,Sci-Fi,Thriller",nm0190859,"nm0190859,nm0190861,nm0000123",110000000,274092705,693698673,tt1454468
The Wall,Documentary,nm3198076,Missing writer data,3000000,1803064,4495262,tt1455256
No Man's Land,"Adventure,Crime,Drama",nm1928500,"nm1928500,nm0795516,nm3488222",1000000,1067481,2684207,tt1456660
The Conjuring,"Horror,Mystery,Thriller",nm1490123,"nm0370937,nm0370928",20000000,137400141,318000141,tt1457767
Kidnap,"Crime,Drama,Thriller",nm1060986,nm1029878,21000000,30718107,34836080,tt1458169
The Next Three Days,"Action,Crime,Drama",nm0353673,"nm0353673,nm0146991,nm3280198",30000000,21148651,67255916,tt1458175
Brooklyn,"Comedy,Crime",nm3070849,nm3070849,11000000,38322743,62076141,tt1458730
Reign of Assassins,"Action,Adventure","nm0000247,nm0989998",nm0989998,14000000,0,11354230,tt1460743
Henry & Me,"Animation,Family",nm0261140,nm0827670,5000000,0,0,tt1460798
Dream House,"Drama,Mystery,Thriller",nm0006487,nm0521649,50000000,21302340,41642166,tt1462041
Letters to God,"Drama,Family","nm3459865,nm1117098","nm3459865,nm0194959,nm3419394,nm0235004",3000000,2848587,3237452,tt1462054
Buried,"Drama,Mystery,Thriller",nm0181579,nm2133655,1987650,1044143,21270290,tt1462758
The Odd Life of Timothy Green,"Comedy,Drama,Family",nm0373282,"nm0373282,nm0953257",40000000,51853450,55249159,tt1462769
Yi dai zong shi,"Action,Biography,Drama",nm0939182,"nm0939182,nm1802940,nm4192630",38600000,6594959,57987299,tt1462900
"Big Mommas: Like Father, Like Son","Action,Comedy,Crime",nm0925870,"nm3821363,nm0722610,nm0702912",32000000,37915414,82332450,tt1464174
Stake Land,"Drama,Horror,Sci-Fi",nm0585344,"nm0198804,nm0585344",4000000,33245,679482,tt1464580
Joy,Drama,nm0209010,nm0582808,60000000,56451232,101134059,tt1465490
Freedom,"Crime,Drama,Thriller",nm2474177,nm2474177,14500000,0,872757,tt1467328
Baywatch,"Action,Comedy,Crime",nm1164861,"nm0075276,nm0777209,nm0093748,nm0771065,nm0740115,nm0502073,nm0304830,nm1226735,nm1226737",60000000,58060186,175863783,tt1469304
Redemption Road,Drama,nm0005522,"nm0801133,nm3607087",2300000,29384,29384,tt1470020
MacGruber,"Action,Comedy,Romance",nm1672246,"nm0287182,nm1231253,nm1672246",10000000,8525600,8629895,tt1470023
Monsters,"Drama,Sci-Fi,Thriller",nm2284484,nm2284484,500000,237301,5639730,tt1470827
The Bounty Hunter,Genre Data Missing,"nm1803657,nm1288886",nm3778296,45000000,67061228,135808837,tt1472211
Max Steel,"Action,Adventure,Family",nm0376664,nm1236653,10000000,3818664,4563080,tt1472584
Saw 3D,"Crime,Horror,Mystery",nm0340436,"nm1733317,nm1729303",17000000,45710178,133735284,tt1477076
Aquaman,"Action,Adventure,Fantasy",nm1490123,"nm0424901,nm3263825,nm0424315,nm1490123,nm3542504,nm0918816",160000000,335061807,1146894640,tt1477834
Cedar Rapids,Comedy,nm0037708,nm1601882,10000000,6861102,7862131,tt1477837
Bridesmaids,"Comedy,Romance",nm0082450,"nm1325419,nm1754239",32500000,169211718,289632023,tt1478338
Attack the Block,"Action,Comedy,Sci-Fi",nm0180428,nm0180428,13000000,1024175,6459183,tt1478964
Eddie: The Sleepwalking Cannibal,"Comedy,Horror",nm0735257,"nm0735257,nm0710331,nm0258420",1400000,1632,1632,tt1480658
Logan,"Comedy,Drama,Family","nm2433914,nm2490907","nm2490907,nm2479368,nm2433914,nm2464202,nm2472285",127000000,226277068,615461394,tt1483010
Oblivion,"Action,Adventure,Sci-Fi",nm2676052,"nm2244980,nm1578335,nm2676052",120000000,89107235,287916633,tt1483013
8: The Mormon Proposition,Documentary,"nm3172825,nm1481222",nm3172825,2500000,100280,100280,tt1484522
The Greatest Showman,"Biography,Drama,Musical",nm1243905,"nm0081081,nm0174374",84000000,174340174,386665550,tt1485796
Red Riding Hood,"Fantasy,Horror,Mystery",nm0362566,nm0424901,42000000,37662162,91678442,tt1486185
The Raven,"Crime,Mystery,Thriller",nm0574625,"nm1110844,nm0515226",26000000,16008272,30601801,tt1486192
5 Days of War,"Action,Drama,War",nm0001317,"nm1209140,nm3649361",12000000,17479,87793,tt1486193
Khumba,"Adventure,Animation,Family",nm1950075,"nm3567652,nm1950075,nm0731271,nm3823153,nm0221133,nm2260826,nm5764659",15000000,0,20898221,tt1487931
Zambezia,"Adventure,Animation,Comedy",nm1798333,"nm3567652,nm1950075,nm1798333,nm4003249,nm0444786,nm1468397,nm3371649,nm4773895",20000000,0,34454336,tt1488181
The Change-Up,"Comedy,Fantasy",nm0229694,"nm0524190,nm0601859",52000000,37243418,75997067,tt1488555
Pinocchio,"Animation,Fantasy,Musical","nm0348993,nm0868219","nm0172830,nm3115617,nm3239034,nm0730422,nm0868219",45000000,3681811,31681811,tt1488589
Pinocchio,"Animation,Fantasy,Musical","nm0348993,nm0868219","nm0172830,nm3115617,nm3239034,nm0730422,nm0868219",2289247,84300000,84300000,tt1488589
The Forest,"Horror,Thriller",nm3565777,nm3565777,10000000,26594261,40749230,tt1488602
Central Intelligence,"Action,Comedy,Crime",nm1098493,"nm0054697,nm2811682,nm1098493",50000000,127440871,217194805,tt1489889
The Lego Movie,"Action,Adventure,Animation","nm0520488,nm0588087","nm0520488,nm0588087,nm1087952,nm1156984,nm9204083,nm9204084,nm9204085,nm0481990,nm0247653",60000000,257784718,457729388,tt1490017
The Iceman,"Biography,Crime,Drama",nm1033517,"nm1337892,nm1033517,nm1547715,nm0857294",10000000,1930282,3623609,tt1491044
Foreign Letters,"Comedy,Drama",nm0858008,nm0858008,40000,0,0,tt1492841
The Gift,Drama,nm0808527,"nm3583840,nm1153918",10000000,12008642,44567606,tt1494821
The Gift,Drama,nm0808527,"nm3583840,nm1153918",5000000,43787265,58978477,tt1494821
The Paperboy,"Crime,Drama,Mystery",nm0200005,"nm0223320,nm0200005",12500000,677200,4027663,tt1496422
Red River,Horror,nm2247541,"nm3009889,nm1724714,nm2247541",3000000,9012000,9012000,tt1498568
Restless,"Drama,Romance",nm0001814,nm2381911,8000000,163753,2772511,tt1498569
Horrible Bosses,"Comedy,Crime",nm1164861,"nm0002864,nm0197855,nm0326246",35000000,117538559,212417601,tt1499658
Vampires,"Comedy,Fantasy,Horror",nm0486994,"nm1064845,nm0486994",20000000,20268825,20268825,tt1500906
Drive Angry,"Action,Fantasy,Thriller",nm0527261,"nm0267805,nm0527261",50000000,10721033,41042583,tt1502404
Halloween,"Horror,Thriller",nm0337773,"nm0000118,nm0384185,nm2171769,nm1144419,nm0337773",15000000,58269151,77514401,tt1502407
Halloween,"Horror,Thriller",nm0337773,"nm0000118,nm0384185,nm2171769,nm1144419,nm0337773",10000000,159342015,254900667,tt1502407
Halloween,"Horror,Thriller",nm0337773,"nm0000118,nm0384185,nm2171769,nm1144419,nm0337773",325000,47000000,70000000,tt1502407
Fantastic Four,"Action,Adventure,Drama",nm2503633,"nm2916300,nm1334526,nm2503633,nm0498278,nm0456158",120000000,56117548,167849187,tt1502712
Fantastic Four,"Action,Adventure,Drama",nm2503633,"nm2916300,nm1334526,nm2503633,nm0498278,nm0456158",87500000,154696080,333132750,tt1502712
Haywire,"Action,Drama,Thriller",nm0001752,nm0229644,23000000,18942396,36374700,tt1506999
Cargo,Drama,nm1041888,"nm2745204,nm1041888",4200000,0,313230,tt1507261
Le Havre,"Comedy,Drama",nm0442454,nm0442454,5500000,611709,13480196,tt1508675
The Three Musketeers,"Action,Adventure,Romance",nm0027271,"nm0514821,nm0203577,nm0241416",90000000,20377913,139877913,tt1509767
Griff the Invisible,"Comedy,Drama,Romance",nm1026031,nm1026031,2900000,20778,25935,tt1509803
Super,"Action,Comedy,Drama",nm0348181,nm0348181,2500000,327716,593933,tt1512235
Sherlock Holmes: A Game of Shadows,"Action,Adventure,Crime",nm0005363,"nm1802251,nm0612487,nm0236279",125000000,186848418,535663443,tt1515091
3,"Comedy,Drama,Romance",nm0878756,nm0878756,7200000,59774,295492,tt1517177
The Host,"Action,Adventure,Drama",nm0629272,"nm0629272,nm2769412",50000000,26623701,64477051,tt1517260
Meek's Cutoff,"Drama,Western",nm0716980,nm1299680,2000000,977772,1869928,tt1518812
Area 51,"Horror,Sci-Fi,Thriller",nm2305431,"nm1706832,nm2305431",5000000,7556,7556,tt1519461
Anonymous,"Drama,Thriller",nm0000386,nm0650089,27500000,4463292,15815509,tt1521197
Limbo,Drama,nm0845618,nm0845618,8300000,2160710,2598224,tt1523326
A True Story,Comedy,nm0329511,"nm0276490,nm2874554",45000,0,0,tt1524083
Contraband,"Action,Crime,Drama",nm0466349,"nm3360706,nm2266689,nm0433588",25000000,66528000,98406855,tt1524137
The Vatican Tapes,"Horror,Thriller",nm0004410,"nm0096319,nm2130654,nm0604555",13000000,1784763,14929184,tt1524575
Vacation,"Adventure,Comedy","nm0197855,nm0326246","nm0326246,nm0197855,nm0000455",31000000,58884188,102306500,tt1524930
Grabbers,"Comedy,Horror,Sci-Fi",nm1229323,nm3042546,5300000,0,440821,tt1525366
Melancholia,"Drama,Sci-Fi",nm0001885,nm0001885,9400000,3030848,21817298,tt1527186
Hero,Drama,nm2361244,"nm2361244,nm6750197",42000000,19487173,66787173,tt1527827
Exodus: Gods and Kings,"Action,Adventure,Drama",nm0000631,"nm0177836,nm0171651,nm0128997,nm0001873",140000000,65014513,268314513,tt1528100
Sea Rex 3D: Journey to a Prehistoric World,Documentary,"nm3654605,nm0904449","nm3654605,nm0235796,nm0904449",5000000,6096582,16515203,tt1529567
Trust,"Crime,Drama,Thriller",nm0001710,"nm1358354,nm0275284",4000000,120016,120016,tt1529572
Everything Must Go,"Comedy,Drama",nm3656297,"nm3656297,nm0142577",5000000,2712131,2821010,tt1531663
Beginners,"Comedy,Drama,Romance",nm0590122,nm0590122,3200000,5790894,14314407,tt1532503
Battle of the Year,"Drama,Music",nm0496863,"nm1067779,nm0662134,nm0496863",20000000,8888355,16723377,tt1532958
Beautiful Boy,Drama,nm0473329,"nm2982401,nm0473329",25000000,7634767,13031424,tt1533013
Beyond the Black Rainbow,"Horror,Sci-Fi,Thriller",nm0181903,nm0181903,1100000,56491,56491,tt1534085
Elysium,"Action,Drama,Sci-Fi",nm0088955,nm0088955,120000000,93050117,286192091,tt1535108
Captain Phillips,"Biography,Drama,Thriller",nm0339030,"nm0712753,nm3697679,nm5643170",55000000,107136417,220648184,tt1535109
Hope Springs,"Comedy,Drama,Romance",nm0291205,nm0961827,30000000,63536011,133085295,tt1535438
The Son of No One,"Action,Crime,Drama",nm1996918,nm1996918,15000000,30680,1148578,tt1535612
The Divide,"Drama,Horror,Sci-Fi",nm1164755,"nm2656048,nm1142688",3000000,18000,156362,tt1535616
Paranormal Activity 2,Horror,nm0931095,"nm0675219,nm0484907,nm2317082,nm2305431",3000000,84752907,177512032,tt1536044
Leap Year,"Drama,Romance",nm3669732,"nm3669468,nm3669732",19000000,25918920,32618920,tt1537401
The Mortal Instruments: City of Bones,"Action,Fantasy,Horror",nm0958969,"nm0692942,nm3673996",60000000,31165421,75965567,tt1538403
Blair Witch,"Horror,Mystery,Thriller",nm1417392,nm1440023,10000000,20777061,38985577,tt1540011
Playing for Keeps,"Comedy,Romance,Sport",nm0610831,nm0289219,35000000,2000000,2000000,tt1540128
The Guard,"Comedy,Crime,Thriller",nm0567620,nm0567620,6000000,5359774,21197454,tt1540133
Snow Flower and the Secret Fan,"Drama,History",nm0911061,"nm0941453,nm0060103,nm2368458,nm2744976",6000000,1348205,11348205,tt1541995
127 Hours,"Adventure,Biography,Drama",nm0000965,"nm0000965,nm0064479,nm1737008",18000000,18335230,60217171,tt1542344
The Grace Card,Drama,nm3686896,nm0458439,200000,2430735,2430735,tt1544600
Vamps,"Comedy,Horror,Romance",nm0002132,nm0002132,16000000,3361,94812,tt1545106
Point Blank,"Action,Crime,Drama",nm0146991,"nm0146991,nm3280198",3000000,0,0,tt1545759
Without Men,Comedy,nm0846590,"nm0846590,nm3684413",4700000,0,0,tt1547090
Premium Rush,"Action,Crime,Thriller",nm0462895,"nm0462895,nm0436960",35000000,20275446,31393201,tt1547234
Another Earth,"Drama,Romance,Sci-Fi",nm2648685,"nm2648685,nm1779870",175000,1321194,2102779,tt1549572
The Last Stand,"Action,Thriller",nm0453518,nm3689973,30000000,12050299,48330757,tt1549920
Winnie Mandela,"Biography,Drama,History",nm0740213,"nm3710859,nm0682848,nm0740213,nm2566390",15000000,61847,61847,tt1551641
A Better Life,"Drama,Romance",nm0919363,"nm1067858,nm0800363",10000000,1759252,1884251,tt1554091
Born of War,"Action,Drama,Thriller",nm2351920,"nm4621545,nm2351920,nm2374886",5000000,0,0,tt1554921
Country Strong,"Drama,Music",nm0275277,nm0275277,15000000,20218921,20601987,tt1555064
